filename,transcription
b03-109-01-08.png,may
b03-109-02-00.png,be
b03-109-02-01.png,in
b03-109-02-02.png,for
b03-109-02-03.png,a
b03-109-02-04.png,stiffer
b03-109-02-05.png,fight
b03-109-02-06.png,than
b03-109-02-07.png,they
b03-109-02-08.png,think
b03-109-02-09.png,.
b03-109-02-10.png,They
b03-109-02-11.png,may
b03-109-03-00.png,have
b03-109-03-01.png,to
b03-109-03-02.png,call
b03-109-03-03.png,up
b03-109-03-04.png,the
b03-109-03-05.png,reinforcement
b03-109-03-06.png,of
b03-109-03-07.png,the
b03-109-03-08.png,Common
b03-109-03-09.png,Market
b03-109-03-10.png,.
b03-109-04-00.png,Even
b03-109-04-01.png,then
b03-109-04-02.png,it
b03-109-04-03.png,might
b03-109-04-04.png,be
b03-109-04-05.png,easier
b03-109-04-06.png,to
b03-109-04-07.png,persuade
b03-109-04-08.png,the
b03-109-04-09.png,British
b03-109-05-00.png,public
b03-109-05-01.png,to
b03-109-05-02.png,go
b03-109-05-03.png,over
b03-109-05-04.png,to
b03-109-05-05.png,decimal
b03-109-05-06.png,coinage
b03-109-05-07.png,-
b03-109-05-08.png,in
b03-109-05-09.png,certain
b03-109-06-00.png,circumstances
b03-109-06-01.png,the
b03-109-06-02.png,time
b03-109-06-03.png,would
b03-109-06-04.png,come
b03-109-06-05.png,when
b03-109-06-06.png,this
b03-109-06-07.png,would
b03-109-07-00.png,suit
b03-109-07-01.png,their
b03-109-07-02.png,convenience
b03-109-07-03.png,-
b03-109-07-04.png,rather
b03-109-07-05.png,than
b03-109-07-06.png,to
b03-109-07-07.png,change
b03-109-07-08.png,their
b03-109-08-00.png,system
b03-109-08-01.png,of
b03-109-08-02.png,recording
b03-109-08-03.png,temperatures
b03-109-08-04.png,.
b03-114-00-00.png,In
b03-114-00-01.png,any
b03-114-00-02.png,case
b03-114-00-03.png,","
b03-114-00-04.png,fahrenheit
b03-114-00-05.png,need
b03-114-00-06.png,not
b03-114-00-07.png,lose
b03-114-00-08.png,heart
b03-114-00-09.png,.
b03-114-01-00.png,Once
b03-114-01-01.png,before
b03-114-01-02.png,","
b03-114-01-03.png,and
b03-114-01-04.png,that
b03-114-01-05.png,not
b03-114-01-06.png,so
b03-114-01-07.png,long
b03-114-01-08.png,ago
b03-114-01-09.png,","
b03-114-01-10.png,the
b03-114-02-00.png,authorities
b03-114-02-01.png,ganged
b03-114-02-02.png,up
b03-114-02-03.png,to
b03-114-02-04.png,alter
b03-114-02-05.png,the
b03-114-02-06.png,habits
b03-114-03-00.png,of
b03-114-03-01.png,the
b03-114-03-02.png,people
b03-114-03-03.png,.
b03-114-03-04.png,That
b03-114-03-05.png,effort
b03-114-03-06.png,was
b03-114-03-07.png,to
b03-114-03-08.png,enforce
b03-114-04-00.png,the
b03-114-04-01.png,adoption
b03-114-04-02.png,of
b03-114-04-03.png,the
b03-114-04-04.png,twenty-four
b03-114-04-05.png,hour
b03-114-05-00.png,clock
b03-114-05-01.png,.
b03-114-05-02.png,Then
b03-114-05-03.png,","
b03-114-05-04.png,also
b03-114-05-05.png,","
b03-114-05-06.png,the
b03-114-05-07.png,B.B.C.
b03-114-05-08.png,were
b03-114-06-00.png,roped
b03-114-06-01.png,in
b03-114-06-02.png,.
b03-114-06-03.png,The
b03-114-06-04.png,only
b03-114-06-05.png,result
b03-114-06-06.png,was
b03-114-07-00.png,that
b03-114-07-01.png,the
b03-114-07-02.png,well-meaning
b03-114-07-03.png,corporation
b03-114-08-00.png,became
b03-114-08-01.png,very
b03-114-08-02.png,unpopular
b03-114-08-03.png,.
b04-000-00-00.png,A
b04-000-00-01.png,BAFFLED
b04-000-00-02.png,and
b04-000-00-03.png,bewildered
b04-000-00-04.png,little
b04-000-00-05.png,country
b04-000-01-00.png,stands
b04-000-01-01.png,at
b04-000-01-02.png,the
b04-000-01-03.png,centre
b04-000-01-04.png,of
b04-000-01-05.png,an
b04-000-01-06.png,international
b04-000-02-00.png,storm
b04-000-02-01.png,.
b04-000-02-02.png,Belgium
b04-000-02-03.png,is
b04-000-02-04.png,accused
b04-000-02-05.png,-
b04-000-02-06.png,without
b04-000-02-07.png,a
b04-000-03-00.png,scrap
b04-000-03-01.png,of
b04-000-03-02.png,evidence
b04-000-03-03.png,-
b04-000-03-04.png,of
b04-000-03-05.png,being
b04-000-03-06.png,implicated
b04-000-03-07.png,in
b04-000-04-00.png,the
b04-000-04-01.png,murder
b04-000-04-02.png,of
b04-000-04-03.png,Patrice
b04-000-04-04.png,Lumumba
b04-000-04-05.png,.
b04-000-04-06.png,Her
b04-000-05-00.png,leaders
b04-000-05-01.png,are
b04-000-05-02.png,insulted
b04-000-05-03.png,","
b04-000-05-04.png,her
b04-000-05-05.png,embassies
b04-000-05-06.png,are
b04-000-06-00.png,attacked
b04-000-06-01.png,in
b04-000-06-02.png,a
b04-000-06-03.png,score
b04-000-06-04.png,of
b04-000-06-05.png,countries
b04-000-06-06.png,.
b04-004-00-00.png,In
b04-004-00-01.png,Ghana
b04-004-00-02.png,","
b04-004-00-03.png,President
b04-004-00-04.png,Nkrumah
b04-004-00-05.png,","
b04-004-00-06.png,who
b04-004-01-00.png,has
b04-004-01-01.png,done
b04-004-01-02.png,more
b04-004-01-03.png,than
b04-004-01-04.png,most
b04-004-01-05.png,to
b04-004-01-06.png,stir
b04-004-01-07.png,up
b04-004-02-00.png,trouble
b04-004-02-01.png,in
b04-004-02-02.png,the
b04-004-02-03.png,Congo
b04-004-02-04.png,","
b04-004-02-05.png,orders
b04-004-02-06.png,every
b04-004-02-07.png,Belgian
b04-004-03-00.png,citizen
b04-004-03-01.png,to
b04-004-03-02.png,quit
b04-004-03-03.png,his
b04-004-03-04.png,country
b04-004-03-05.png,.
b04-004-03-06.png,HOUNDING
b04-004-04-00.png,Belgium
b04-004-04-01.png,has
b04-004-04-02.png,become
b04-004-04-03.png,an
b04-004-04-04.png,international
b04-004-05-00.png,pastime
b04-004-05-01.png,.
b04-004-05-02.png,Why
b04-004-05-03.png,?
b04-004-05-04.png,Because
b04-004-05-05.png,those
b04-004-05-06.png,who
b04-004-06-00.png,said
b04-004-06-01.png,the
b04-004-06-02.png,Congolese
b04-004-06-03.png,could
b04-004-06-04.png,govern
b04-004-06-05.png,themselves
b04-004-07-00.png,will
b04-004-07-01.png,not
b04-004-07-02.png,admit
b04-004-07-03.png,they
b04-004-07-04.png,were
b04-004-07-05.png,wrong
b04-004-07-06.png,.
b04-004-07-07.png,So
b04-004-08-00.png,Belgium
b04-004-08-01.png,","
b04-004-08-02.png,bowed
b04-004-08-03.png,down
b04-004-08-04.png,by
b04-004-08-05.png,internal
b04-004-09-00.png,troubles
b04-004-09-01.png,","
b04-004-09-02.png,mourning
b04-004-09-03.png,a
b04-004-09-04.png,terrible
b04-004-09-05.png,air
b04-004-09-06.png,crash
b04-004-09-07.png,","
b04-004-10-00.png,is
b04-004-10-01.png,made
b04-004-10-02.png,their
b04-004-10-03.png,scapegoat
b04-004-10-04.png,.
b04-010-00-00.png,Who
b04-010-00-01.png,will
b04-010-00-02.png,speak
b04-010-00-03.png,for
b04-010-00-04.png,Belgium
b04-010-00-05.png,?
b04-010-00-06.png,Who
b04-010-00-07.png,else
b04-010-00-08.png,but
b04-010-01-00.png,Britain
b04-010-01-01.png,.
b04-010-01-02.png,We
b04-010-01-03.png,have
b04-010-01-04.png,fought
b04-010-01-05.png,beside
b04-010-01-06.png,Belgium
b04-010-02-00.png,in
b04-010-02-01.png,two
b04-010-02-02.png,world
b04-010-02-03.png,wars
b04-010-02-04.png,.
b04-010-02-05.png,We
b04-010-02-06.png,are
b04-010-02-07.png,allies
b04-010-02-08.png,still
b04-010-02-09.png,.
b04-010-03-00.png,Britain
b04-010-03-01.png,should
b04-010-03-02.png,champion
b04-010-03-03.png,Belgium
b04-010-03-04.png,.
b04-010-03-05.png,Not
b04-010-04-00.png,with
b04-010-04-01.png,the
b04-010-04-02.png,careful
b04-010-04-03.png,","
b04-010-04-04.png,hooded
b04-010-04-05.png,language
b04-010-04-06.png,of
b04-010-04-07.png,diplomacy
b04-010-04-08.png,","
b04-010-05-00.png,but
b04-010-05-01.png,boldly
b04-010-05-02.png,and
b04-010-05-03.png,fearlessly
b04-010-05-04.png,.
b04-010-05-05.png,It
b04-010-05-06.png,is
b04-010-05-07.png,time
b04-010-05-08.png,to
b04-010-06-00.png,show
b04-010-06-01.png,the
b04-010-06-02.png,world
b04-010-06-03.png,that
b04-010-06-04.png,this
b04-010-06-05.png,country
b04-010-06-06.png,does
b04-010-06-07.png,not
b04-010-07-00.png,desert
b04-010-07-01.png,her
b04-010-07-02.png,friends
b04-010-07-03.png,.
b04-010-07-04.png,HAPPY
b04-010-07-05.png,","
b04-010-07-06.png,happy
b04-010-08-00.png,families
b04-010-08-01.png,!
b04-010-08-02.png,Never
b04-010-08-03.png,before
b04-010-08-04.png,have
b04-010-08-05.png,Britain's
b04-010-09-00.png,larders
b04-010-09-01.png,been
b04-010-09-02.png,so
b04-010-09-03.png,well
b04-010-09-04.png,stocked
b04-010-09-05.png,.
b04-020-00-00.png,Supplies
b04-020-00-01.png,of
b04-020-00-02.png,meat
b04-020-00-03.png,and
b04-020-00-04.png,dairy
b04-020-00-05.png,produce
b04-020-00-06.png,were
b04-020-01-00.png,substantially
b04-020-01-01.png,higher
b04-020-01-02.png,last
b04-020-01-03.png,year
b04-020-01-04.png,than
b04-020-01-05.png,in
b04-020-01-06.png,1959
b04-020-01-07.png,.
b04-020-02-00.png,Lucky
b04-020-02-01.png,","
b04-020-02-02.png,lucky
b04-020-02-03.png,housewives
b04-020-02-04.png,!
b04-020-02-05.png,To
b04-020-02-06.png,have
b04-020-02-07.png,such
b04-020-02-08.png,a
b04-020-03-00.png,splendid
b04-020-03-01.png,variety
b04-020-03-02.png,of
b04-020-03-03.png,goods
b04-020-03-04.png,to
b04-020-03-05.png,choose
b04-020-03-06.png,from
b04-020-03-07.png,.
b04-020-04-00.png,Not
b04-020-04-01.png,so
b04-020-04-02.png,long
b04-020-04-03.png,ago
b04-020-04-04.png,older
b04-020-04-05.png,folk
b04-020-04-06.png,were
b04-020-04-07.png,reminding
b04-020-05-00.png,young
b04-020-05-01.png,wives
b04-020-05-02.png,","
b04-020-05-03.png,#
b04-020-05-04.png,harassed
b04-020-05-05.png,by
b04-020-06-00.png,shortages
b04-020-06-01.png,","
b04-020-06-02.png,of
b04-020-06-03.png,the
b04-020-06-04.png,good
b04-020-06-05.png,old
b04-020-06-06.png,days
b04-020-06-07.png,of
b04-020-07-00.png,abundance
b04-020-07-01.png,.
b04-020-07-02.png,Now
b04-020-07-03.png,it
b04-020-07-04.png,is
b04-020-07-05.png,mother
b04-020-07-06.png,who
b04-020-08-00.png,picks
b04-020-08-01.png,up
b04-020-08-02.png,recipes
b04-020-08-03.png,from
b04-020-08-04.png,#
b04-020-08-05.png,her
b04-020-08-06.png,daughter
b04-020-08-07.png,.
b04-026-00-00.png,The
b04-026-00-01.png,dinner
b04-026-00-02.png,table
b04-026-00-03.png,is
b04-026-00-04.png,the
b04-026-00-05.png,best
b04-026-00-06.png,answer
b04-026-00-07.png,to
b04-026-00-08.png,the
b04-026-00-09.png,grumblers
b04-026-00-10.png,in
b04-026-01-00.png,Britain
b04-026-01-01.png,today
b04-026-01-02.png,!
b04-026-01-03.png,""""
b04-026-01-04.png,THIS
b04-026-01-05.png,is
b04-026-01-06.png,colour
b04-026-01-07.png,day
b04-026-01-08.png,","
b04-026-01-09.png,""""
b04-026-01-10.png,proclaimed
b04-026-01-11.png,the
b04-026-01-12.png,American
b04-026-02-00.png,television
b04-026-02-01.png,network
b04-026-02-02.png,","
b04-026-02-03.png,N.B.C.
b04-026-02-04.png,And
b04-026-02-05.png,hour
b04-026-02-06.png,after
b04-026-02-07.png,hour
b04-026-02-08.png,it
b04-026-02-09.png,poured
b04-026-02-10.png,out
b04-026-02-11.png,its
b04-026-03-00.png,programmes
b04-026-03-01.png,in
b04-026-03-02.png,bright
b04-026-03-03.png,colours
b04-026-03-04.png,.
b04-026-03-05.png,In
b04-026-03-06.png,America
b04-026-03-07.png,colour
b04-026-03-08.png,TV
b04-026-03-09.png,is
b04-026-03-10.png,five
b04-026-03-11.png,years
b04-026-04-00.png,old
b04-026-04-01.png,.
b04-026-04-02.png,There
b04-026-04-03.png,are
b04-026-04-04.png,already
b04-026-04-05.png,"600,000"
b04-026-04-06.png,sets
b04-026-04-07.png,in
b04-026-04-08.png,use
b04-026-04-09.png,.
b04-026-04-10.png,What
b04-026-04-11.png,about
b04-026-04-12.png,Britain
b04-026-04-13.png,?
b04-026-05-00.png,The
b04-026-05-01.png,B.B.C.
b04-026-05-02.png,is
b04-026-05-03.png,ready
b04-026-05-04.png,to
b04-026-05-05.png,launch
b04-026-05-06.png,a
b04-026-05-07.png,colour
b04-026-05-08.png,TV
b04-026-05-09.png,service
b04-026-05-10.png,","
b04-026-05-11.png,but
b04-026-05-12.png,the
b04-026-06-00.png,commercial
b04-026-06-01.png,TV
b04-026-06-02.png,contractors
b04-026-06-03.png,want
b04-026-06-04.png,to
b04-026-06-05.png,delay
b04-026-06-06.png,it
b04-026-06-07.png,for
b04-026-06-08.png,10
b04-026-06-09.png,years
b04-026-06-10.png,.
b04-034-00-00.png,The
b04-034-00-01.png,Government
b04-034-00-02.png,should
b04-034-00-03.png,settle
b04-034-00-04.png,this
b04-034-00-05.png,argument
b04-034-00-06.png,with
b04-034-00-07.png,two
b04-034-00-08.png,words
b04-034-00-09.png,to
b04-034-01-00.png,the
b04-034-01-01.png,B.B.C.
b04-034-01-02.png,:
b04-034-01-03.png,-
b04-034-01-04.png,Go
b04-034-01-05.png,ahead
b04-034-01-06.png,!
b04-034-01-07.png,ONE
b04-034-01-08.png,man
b04-034-01-09.png,beyond
b04-034-01-10.png,all
b04-034-01-11.png,others
b04-034-01-12.png,is
b04-034-01-13.png,saddened
b04-034-02-00.png,by
b04-034-02-01.png,the
b04-034-02-02.png,deaths
b04-034-02-03.png,of
b04-034-02-04.png,two
b04-034-02-05.png,elderly
b04-034-02-06.png,sisters
b04-034-02-07.png,who
b04-034-02-08.png,killed
b04-034-02-09.png,themselves
b04-034-02-10.png,because
b04-034-03-00.png,they
b04-034-03-01.png,had
b04-034-03-02.png,to
b04-034-03-03.png,leave
b04-034-03-04.png,their
b04-034-03-05.png,cottage
b04-034-03-06.png,.
b04-034-03-07.png,Mr.
b04-034-03-08.png,John
b04-034-03-09.png,Crabb
b04-034-03-10.png,","
b04-034-03-11.png,clerk
b04-034-03-12.png,to
b04-034-04-00.png,Newmarket
b04-034-04-01.png,urban
b04-034-04-02.png,council
b04-034-04-03.png,","
b04-034-04-04.png,says
b04-034-04-05.png,:
b04-034-04-06.png,""""
b04-034-04-07.png,I
b04-034-04-08.png,shall
b04-034-04-09.png,always
b04-034-04-10.png,feel
b04-034-04-11.png,this
b04-034-04-12.png,as
b04-034-04-13.png,a
b04-034-05-00.png,personal
b04-034-05-01.png,failure
b04-034-05-02.png,.
b04-034-05-03.png,""""
b04-040-00-00.png,There
b04-040-00-01.png,is
b04-040-00-02.png,no
b04-040-00-03.png,reason
b04-040-00-04.png,whatsoever
b04-040-00-05.png,why
b04-040-00-06.png,he
b04-040-00-07.png,should
b04-040-00-08.png,reproach
b04-040-00-09.png,himself
b04-040-00-10.png,.
b04-040-00-11.png,The
b04-040-01-00.png,sisters
b04-040-01-01.png,had
b04-040-01-02.png,to
b04-040-01-03.png,quit
b04-040-01-04.png,as
b04-040-01-05.png,their
b04-040-01-06.png,home
b04-040-01-07.png,was
b04-040-01-08.png,falling
b04-040-01-09.png,down
b04-040-01-10.png,.
b04-040-01-11.png,And
b04-040-01-12.png,Mr.
b04-040-01-13.png,Crabb
b04-040-02-00.png,did
b04-040-02-01.png,his
b04-040-02-02.png,best
b04-040-02-03.png,for
b04-040-02-04.png,them
b04-040-02-05.png,","
b04-040-02-06.png,even
b04-040-02-07.png,driving
b04-040-02-08.png,them
b04-040-02-09.png,to
b04-040-02-10.png,a
b04-040-02-11.png,new
b04-040-02-12.png,house
b04-040-02-13.png,.
b04-040-02-14.png,John
b04-040-03-00.png,Crabb
b04-040-03-01.png,has
b04-040-03-02.png,the
b04-040-03-03.png,qualities
b04-040-03-04.png,of
b04-040-03-05.png,sympathy
b04-040-03-06.png,and
b04-040-03-07.png,understanding
b04-040-03-08.png,.
b04-040-03-09.png,Too
b04-040-04-00.png,often
b04-040-04-01.png,lacking
b04-040-04-02.png,in
b04-040-04-03.png,officialdom
b04-040-04-04.png,.
b04-040-04-05.png,MR.
b04-040-04-06.png,HENRY
b04-040-04-07.png,NEWTON
b04-040-04-08.png,of
b04-040-04-09.png,Acton
b04-040-05-00.png,does
b04-040-05-01.png,not
b04-040-05-02.png,want
b04-040-05-03.png,his
b04-040-05-04.png,daughter
b04-040-05-05.png,to
b04-040-05-06.png,marry
b04-040-05-07.png,a
b04-040-05-08.png,Scotsman
b04-040-05-09.png,.
b04-047-00-00.png,He
b04-047-00-01.png,says
b04-047-00-02.png,that
b04-047-00-03.png,the
b04-047-00-04.png,Scots
b04-047-00-05.png,are
b04-047-00-06.png,foreigners
b04-047-00-07.png,who
b04-047-00-08.png,have
b04-047-00-09.png,no
b04-047-00-10.png,business
b04-047-00-11.png,to
b04-047-01-00.png,be
b04-047-01-01.png,in
b04-047-01-02.png,England
b04-047-01-03.png,.
b04-047-01-04.png,The
b04-047-01-05.png,first
b04-047-01-06.png,ruler
b04-047-01-07.png,of
b04-047-01-08.png,the
b04-047-01-09.png,United
b04-047-01-10.png,Kingdom
b04-047-01-11.png,was
b04-047-01-12.png,a
b04-047-02-00.png,Scot
b04-047-02-01.png,.
b04-047-02-02.png,The
b04-047-02-03.png,Lord
b04-047-02-04.png,Chancellor
b04-047-02-05.png,is
b04-047-02-06.png,a
b04-047-02-07.png,Scot
b04-047-02-08.png,.
b04-047-02-09.png,The
b04-047-02-10.png,Prime
b04-047-02-11.png,Minister
b04-047-02-12.png,is
b04-047-02-13.png,a
b04-047-03-00.png,Scot
b04-047-03-01.png,-
b04-047-03-02.png,and
b04-047-03-03.png,so
b04-047-03-04.png,were
b04-047-03-05.png,four
b04-047-03-06.png,of
b04-047-03-07.png,his
b04-047-03-08.png,predecessors
b04-047-03-09.png,this
b04-047-03-10.png,#
b04-047-03-11.png,century
b04-047-03-12.png,.
b04-047-04-00.png,Let
b04-047-04-01.png,Mr.
b04-047-04-02.png,Newton
b04-047-04-03.png,beware
b04-047-04-04.png,.
b04-047-04-05.png,By
b04-047-04-06.png,protesting
b04-047-04-07.png,against
b04-047-04-08.png,Scotland
b04-047-04-09.png,he
b04-047-05-00.png,may
b04-047-05-01.png,be
b04-047-05-02.png,guilty
b04-047-05-03.png,of
b04-047-05-04.png,rebellion
b04-047-05-05.png,!
b04-054-00-00.png,ARCHBISHOP
b04-054-00-01.png,MAKARIOS
b04-054-00-02.png,puts
b04-054-00-03.png,the
b04-054-00-04.png,Commonwealth
b04-054-00-05.png,on
b04-054-00-06.png,trial
b04-054-00-07.png,.
b04-054-01-00.png,His
b04-054-01-01.png,ex-Eoka
b04-054-01-02.png,Government
b04-054-01-03.png,decides
b04-054-01-04.png,that
b04-054-01-05.png,Cyprus
b04-054-01-06.png,will
b04-054-01-07.png,join
b04-054-01-08.png,it
b04-054-01-09.png,for
b04-054-02-00.png,five
b04-054-02-01.png,years
b04-054-02-02.png,.
b04-054-02-03.png,During
b04-054-02-04.png,this
b04-054-02-05.png,period
b04-054-02-06.png,Britain
b04-054-02-07.png,will
b04-054-02-08.png,be
b04-054-02-09.png,expected
b04-054-03-00.png,to
b04-054-03-01.png,subsidise
b04-054-03-02.png,and
b04-054-03-03.png,defend
b04-054-03-04.png,the
b04-054-03-05.png,Cypriots
b04-054-03-06.png,.
b04-054-03-07.png,They
b04-054-03-08.png,will
b04-054-03-09.png,enjoy
b04-054-04-00.png,all
b04-054-04-01.png,the
b04-054-04-02.png,trading
b04-054-04-03.png,benefits
b04-054-04-04.png,of
b04-054-04-05.png,Imperial
b04-054-04-06.png,Preference
b04-054-04-07.png,.
b04-054-04-08.png,It
b04-054-04-09.png,is
b04-054-04-10.png,a
b04-054-05-00.png,safe
b04-054-05-01.png,bet
b04-054-05-02.png,that
b04-054-05-03.png,at
b04-054-05-04.png,the
b04-054-05-05.png,end
b04-054-05-06.png,of
b04-054-05-07.png,five
b04-054-05-08.png,years
b04-054-05-09.png,Makarios
b04-054-05-10.png,and
b04-054-06-00.png,company
b04-054-06-01.png,will
b04-054-06-02.png,sign
b04-054-06-03.png,on
b04-054-06-04.png,again
b04-054-06-05.png,.
b04-060-00-00.png,It
b04-060-00-01.png,is
b04-060-00-02.png,equally
b04-060-00-03.png,certain
b04-060-00-04.png,that
b04-060-00-05.png,the
b04-060-00-06.png,British
b04-060-00-07.png,Government
b04-060-01-00.png,will
b04-060-01-01.png,welcome
b04-060-01-02.png,them
b04-060-01-03.png,.
b04-060-01-04.png,How
b04-060-01-05.png,splendid
b04-060-01-06.png,it
b04-060-01-07.png,would
b04-060-01-08.png,be
b04-060-01-09.png,if
b04-060-01-10.png,","
b04-060-01-11.png,just
b04-060-02-00.png,for
b04-060-02-01.png,once
b04-060-02-02.png,","
b04-060-02-03.png,the
b04-060-02-04.png,Government
b04-060-02-05.png,were
b04-060-02-06.png,to
b04-060-02-07.png,voice
b04-060-02-08.png,the
b04-060-02-09.png,real
b04-060-02-10.png,feelings
b04-060-02-11.png,of
b04-060-03-00.png,the
b04-060-03-01.png,British
b04-060-03-02.png,people
b04-060-03-03.png,.
b04-060-03-04.png,And
b04-060-03-05.png,tell
b04-060-03-06.png,Makarios
b04-060-03-07.png,they
b04-060-03-08.png,are
b04-060-03-09.png,not
b04-060-04-00.png,prepared
b04-060-04-01.png,to
b04-060-04-02.png,accept
b04-060-04-03.png,him
b04-060-04-04.png,on
b04-060-04-05.png,such
b04-060-04-06.png,terms
b04-060-04-07.png,.
b04-060-04-08.png,GOOD
b04-060-04-09.png,cheer
b04-060-05-00.png,for
b04-060-05-01.png,the
b04-060-05-02.png,week-end
b04-060-05-03.png,.
b04-060-05-04.png,Ford
b04-060-05-05.png,Motors
b04-060-05-06.png,are
b04-060-05-07.png,to
b04-060-05-08.png,put
b04-060-05-09.png,"13,000"
b04-060-06-00.png,men
b04-060-06-01.png,back
b04-060-06-02.png,on
b04-060-06-03.png,a
b04-060-06-04.png,five-day
b04-060-06-05.png,week
b04-060-06-06.png,.
b04-066-00-00.png,One
b04-066-00-01.png,more
b04-066-00-02.png,demonstration
b04-066-00-03.png,of
b04-066-00-04.png,the
b04-066-00-05.png,industry's
b04-066-00-06.png,recovery
b04-066-00-07.png,.
b04-066-00-08.png,As
b04-066-01-00.png,springtime
b04-066-01-01.png,approaches
b04-066-01-02.png,","
b04-066-01-03.png,orders
b04-066-01-04.png,pick
b04-066-01-05.png,up
b04-066-01-06.png,.
b04-066-01-07.png,And
b04-066-01-08.png,the
b04-066-01-09.png,car
b04-066-01-10.png,men
b04-066-01-11.png,get
b04-066-02-00.png,ready
b04-066-02-01.png,for
b04-066-02-02.png,another
b04-066-02-03.png,bustling
b04-066-02-04.png,season
b04-066-02-05.png,.
b04-066-02-06.png,The
b04-066-02-07.png,pessimists
b04-066-03-00.png,said
b04-066-03-01.png,the
b04-066-03-02.png,motor
b04-066-03-03.png,industry
b04-066-03-04.png,was
b04-066-03-05.png,on
b04-066-03-06.png,its
b04-066-03-07.png,knees
b04-066-03-08.png,.
b04-066-03-09.png,The
b04-066-03-10.png,optimists
b04-066-04-00.png,said
b04-066-04-01.png,""""
b04-066-04-02.png,Nonsense
b04-066-04-03.png,.
b04-066-04-04.png,""""
b04-066-04-05.png,As
b04-066-04-06.png,usual
b04-066-04-07.png,","
b04-066-04-08.png,the
b04-066-04-09.png,optimists
b04-066-04-10.png,have
b04-066-04-11.png,been
b04-066-05-00.png,proved
b04-066-05-01.png,right
b04-066-05-02.png,.
b04-066-05-03.png,EARL
b04-066-05-04.png,RUSSELL
b04-066-05-05.png,and
b04-066-05-06.png,his
b04-066-05-07.png,friends
b04-066-05-08.png,have
b04-066-06-00.png,hit
b04-066-06-01.png,on
b04-066-06-02.png,an
b04-066-06-03.png,original
b04-066-06-04.png,way
b04-066-06-05.png,of
b04-066-06-06.png,spending
b04-066-06-07.png,this
b04-066-06-08.png,afternoon
b04-066-06-09.png,.
b04-075-00-00.png,They
b04-075-00-01.png,intend
b04-075-00-02.png,to
b04-075-00-03.png,sit
b04-075-00-04.png,outside
b04-075-00-05.png,the
b04-075-00-06.png,Ministry
b04-075-00-07.png,of
b04-075-00-08.png,Defence
b04-075-00-09.png,.
b04-075-00-10.png,It
b04-075-00-11.png,is
b04-075-01-00.png,their
b04-075-01-01.png,protest
b04-075-01-02.png,against
b04-075-01-03.png,the
b04-075-01-04.png,H-bomb
b04-075-01-05.png,.
b04-075-01-06.png,They
b04-075-01-07.png,ought
b04-075-01-08.png,to
b04-075-01-09.png,have
b04-075-01-10.png,a
b04-075-02-00.png,pleasant
b04-075-02-01.png,time
b04-075-02-02.png,.
b04-075-02-03.png,The
b04-075-02-04.png,weather
b04-075-02-05.png,forecast
b04-075-02-06.png,is
b04-075-02-07.png,good
b04-075-02-08.png,;
b04-075-02-09.png,except
b04-075-02-10.png,for
b04-075-02-11.png,them
b04-075-02-12.png,","
b04-075-03-00.png,Whitehall
b04-075-03-01.png,should
b04-075-03-02.png,be
b04-075-03-03.png,deserted
b04-075-03-04.png,.
b04-075-03-05.png,And
b04-075-03-06.png,they
b04-075-03-07.png,will
b04-075-03-08.png,have
b04-075-03-09.png,a
b04-075-03-10.png,fine
b04-075-03-11.png,view
b04-075-04-00.png,of
b04-075-04-01.png,St.
b04-075-04-02.png,James's
b04-075-04-03.png,Park
b04-075-04-04.png,","
b04-075-04-05.png,with
b04-075-04-06.png,its
b04-075-04-07.png,placid
b04-075-04-08.png,lake
b04-075-04-09.png,","
b04-075-04-10.png,pelicans
b04-075-04-11.png,","
b04-075-05-00.png,rare
b04-075-05-01.png,ducks
b04-075-05-02.png,","
b04-075-05-03.png,and
b04-075-05-04.png,other
b04-075-05-05.png,wild
b04-075-05-06.png,life
b04-075-05-07.png,.
b04-081-00-00.png,Why
b04-081-00-01.png,not
b04-081-00-02.png,follow
b04-081-00-03.png,Lord
b04-081-00-04.png,Russell's
b04-081-00-05.png,lead
b04-081-00-06.png,today
b04-081-00-07.png,?
b04-081-01-00.png,Head
b04-081-01-01.png,for
b04-081-01-02.png,the
b04-081-01-03.png,parks
b04-081-01-04.png,to
b04-081-01-05.png,enjoy
b04-081-01-06.png,the
b04-081-01-07.png,sun
b04-081-01-08.png,.
b04-081-01-09.png,Not
b04-081-01-10.png,in
b04-081-02-00.png,a
b04-081-02-01.png,foolish
b04-081-02-02.png,cause
b04-081-02-03.png,","
b04-081-02-04.png,but
b04-081-02-05.png,in
b04-081-02-06.png,a
b04-081-02-07.png,glorious
b04-081-02-08.png,one
b04-081-02-09.png,.
b04-081-02-10.png,Good
b04-081-02-11.png,health
b04-081-02-12.png,!
b04-081-03-00.png,THIS
b04-081-03-01.png,group
b04-081-03-02.png,of
b04-081-03-03.png,men
b04-081-03-04.png,","
b04-081-03-05.png,says
b04-081-03-06.png,a
b04-081-03-07.png,report
b04-081-03-08.png,","
b04-081-03-09.png,work
b04-081-03-10.png,on
b04-081-03-11.png,average
b04-081-04-00.png,between
b04-081-04-01.png,55
b04-081-04-02.png,and
b04-081-04-03.png,60
b04-081-04-04.png,hours
b04-081-04-05.png,a
b04-081-04-06.png,week
b04-081-04-07.png,.
b04-081-04-08.png,They
b04-081-04-09.png,also
b04-081-04-10.png,put
b04-081-05-00.png,in
